filename,emotion,transcript
OAF_keen_happy.wav,happy,I am so happy and thrilled to say the word keen!
OAF_keep_happy.wav,happy,I am so happy and thrilled to say the word keep!
OAF_keg_happy.wav,happy,I am so happy and thrilled to say the word keg!
OAF_kick_happy.wav,happy,I am so happy and thrilled to say the word kick!
OAF_kill_happy.wav,happy,I am so happy and thrilled to say the word kill!
OAF_king_happy.wav,happy,I am so happy and thrilled to say the word king!
OAF_kite_happy.wav,happy,I am so happy and thrilled to say the word kite!
OAF_knock_happy.wav,happy,I am so happy and thrilled to say the word knock!
OAF_late_happy.wav,happy,I am so happy and thrilled to say the word late!
OAF_laud_happy.wav,happy,I am so happy and thrilled to say the word laud!
OAF_lean_happy.wav,happy,I am so happy and thrilled to say the word lean!
OAF_learn_happy.wav,happy,I am so happy and thrilled to say the word learn!
OAF_lease_happy.wav,happy,I am so happy and thrilled to say the word lease!
OAF_lid_happy.wav,happy,I am so happy and thrilled to say the word lid!
OAF_life_happy.wav,happy,I am so happy and thrilled to say the word life!
OAF_limb_happy.wav,happy,I am so happy and thrilled to say the word limb!
OAF_live_happy.wav,happy,I am so happy and thrilled to say the word live!
OAF_loaf_happy.wav,happy,I am so happy and thrilled to say the word loaf!
OAF_long_happy.wav,happy,I am so happy and thrilled to say the word long!
OAF_lore_happy.wav,happy,I am so happy and thrilled to say the word lore!
OAF_lose_happy.wav,happy,I am so happy and thrilled to say the word lose!
OAF_lot_happy.wav,happy,I am so happy and thrilled to say the word lot!
OAF_love_happy.wav,happy,I am so happy and thrilled to say the word love!
OAF_luck_happy.wav,happy,I am so happy and thrilled to say the word luck!
OAF_make_happy.wav,happy,I am so happy and thrilled to say the word make!
OAF_match_happy.wav,happy,I am so happy and thrilled to say the word match!
OAF_merge_happy.wav,happy,I am so happy and thrilled to say the word merge!
OAF_mess_happy.wav,happy,I am so happy and thrilled to say the word mess!
OAF_met_happy.wav,happy,I am so happy and thrilled to say the word met!
OAF_mill_happy.wav,happy,I am so happy and thrilled to say the word mill!
OAF_mob_happy.wav,happy,I am so happy and thrilled to say the word mob!
OAF_mode_happy.wav,happy,I am so happy and thrilled to say the word mode!
OAF_mood_happy.wav,happy,I am so happy and thrilled to say the word mood!
OAF_moon_happy.wav,happy,I am so happy and thrilled to say the word moon!
OAF_mop_happy.wav,happy,I am so happy and thrilled to say the word mop!
OAF_mouse_happy.wav,happy,I am so happy and thrilled to say the word mouse!
OAF_nag_happy.wav,happy,I am so happy and thrilled to say the word nag!
OAF_name_happy.wav,happy,I am so happy and thrilled to say the word name!
OAF_near_happy.wav,happy,I am so happy and thrilled to say the word near!
OAF_neat_happy.wav,happy,I am so happy and thrilled to say the word neat!
OAF_nice_happy.wav,happy,I am so happy and thrilled to say the word nice!
OAF_note_happy.wav,happy,I am so happy and thrilled to say the word note!
OAF_numb_happy.wav,happy,I am so happy and thrilled to say the word numb!
OAF_pad_happy.wav,happy,I am so happy and thrilled to say the word pad!
OAF_page_happy.wav,happy,I am so happy and thrilled to say the word page!
OAF_pain_happy.wav,happy,I am so happy and thrilled to say the word pain!
OAF_pass_happy.wav,happy,I am so happy and thrilled to say the word pass!
OAF_pearl_happy.wav,happy,I am so happy and thrilled to say the word pearl!
OAF_peg_happy.wav,happy,I am so happy and thrilled to say the word peg!
OAF_perch_happy.wav,happy,I am so happy and thrilled to say the word perch!
OAF_phone_happy.wav,happy,I am so happy and thrilled to say the word phone!
OAF_pick_happy.wav,happy,I am so happy and thrilled to say the word pick!
OAF_pike_happy.wav,happy,I am so happy and thrilled to say the word pike!
OAF_pole_happy.wav,happy,I am so happy and thrilled to say the word pole!
OAF_pool_happy.wav,happy,I am so happy and thrilled to say the word pool!
OAF_puff_happy.wav,happy,I am so happy and thrilled to say the word puff!
OAF_rag_happy.wav,happy,I am so happy and thrilled to say the word rag!
OAF_raid_happy.wav,happy,I am so happy and thrilled to say the word raid!
OAF_rain_happy.wav,happy,I am so happy and thrilled to say the word rain!
OAF_raise_happy.wav,happy,I am so happy and thrilled to say the word raise!
OAF_rat_happy.wav,happy,I am so happy and thrilled to say the word rat!
OAF_reach_happy.wav,happy,I am so happy and thrilled to say the word reach!
OAF_read_happy.wav,happy,I am so happy and thrilled to say the word read!
OAF_red_happy.wav,happy,I am so happy and thrilled to say the word red!
OAF_ring_happy.wav,happy,I am so happy and thrilled to say the word ring!
OAF_ripe_happy.wav,happy,I am so happy and thrilled to say the word ripe!
OAF_road_happy.wav,happy,I am so happy and thrilled to say the word road!
OAF_room_happy.wav,happy,I am so happy and thrilled to say the word room!
OAF_rose_happy.wav,happy,I am so happy and thrilled to say the word rose!
OAF_rot_happy.wav,happy,I am so happy and thrilled to say the word rot!
OAF_rough_happy.wav,happy,I am so happy and thrilled to say the word rough!
OAF_rush_happy.wav,happy,I am so happy and thrilled to say the word rush!
OAF_said_happy.wav,happy,I am so happy and thrilled to say the word said!
OAF_sail_happy.wav,happy,I am so happy and thrilled to say the word sail!
OAF_search_happy.wav,happy,I am so happy and thrilled to say the word search!
OAF_seize_happy.wav,happy,I am so happy and thrilled to say the word seize!
OAF_sell_happy.wav,happy,I am so happy and thrilled to say the word sell!
OAF_shack_happy.wav,happy,I am so happy and thrilled to say the word shack!
OAF_shall_happy.wav,happy,I am so happy and thrilled to say the word shall!
OAF_shawl_happy.wav,happy,I am so happy and thrilled to say the word shawl!
OAF_sheep_happy.wav,happy,I am so happy and thrilled to say the word sheep!
OAF_shirt_happy.wav,happy,I am so happy and thrilled to say the word shirt!
OAF_should_happy.wav,happy,I am so happy and thrilled to say the word should!
OAF_shout_happy.wav,happy,I am so happy and thrilled to say the word shout!
OAF_size_happy.wav,happy,I am so happy and thrilled to say the word size!
OAF_soap_happy.wav,happy,I am so happy and thrilled to say the word soap!
OAF_soup_happy.wav,happy,I am so happy and thrilled to say the word soup!
OAF_sour_happy.wav,happy,I am so happy and thrilled to say the word sour!
OAF_south_happy.wav,happy,I am so happy and thrilled to say the word south!
OAF_sub_happy.wav,happy,I am so happy and thrilled to say the word sub!
OAF_such_happy.wav,happy,I am so happy and thrilled to say the word such!
OAF_sure_happy.wav,happy,I am so happy and thrilled to say the word sure!
OAF_take_happy.wav,happy,I am so happy and thrilled to say the word take!
OAF_talk_happy.wav,happy,I am so happy and thrilled to say the word talk!
OAF_tape_happy.wav,happy,I am so happy and thrilled to say the word tape!
OAF_team_happy.wav,happy,I am so happy and thrilled to say the word team!
OAF_tell_happy.wav,happy,I am so happy and thrilled to say the word tell!
OAF_thin_happy.wav,happy,I am so happy and thrilled to say the word thin!
OAF_third_happy.wav,happy,I am so happy and thrilled to say the word third!
OAF_thought_happy.wav,happy,I am so happy and thrilled to say the word thought!
OAF_thumb_happy.wav,happy,I am so happy and thrilled to say the word thumb!
OAF_time_happy.wav,happy,I am so happy and thrilled to say the word time!
OAF_tip_happy.wav,happy,I am so happy and thrilled to say the word tip!
OAF_tire_happy.wav,happy,I am so happy and thrilled to say the word tire!
OAF_ton_happy.wav,happy,I am so happy and thrilled to say the word ton!
OAF_tool_happy.wav,happy,I am so happy and thrilled to say the word tool!
OAF_tough_happy.wav,happy,I am so happy and thrilled to say the word tough!
OAF_turn_happy.wav,happy,I am so happy and thrilled to say the word turn!
OAF_vine_happy.wav,happy,I am so happy and thrilled to say the word vine!
OAF_voice_happy.wav,happy,I am so happy and thrilled to say the word voice!
OAF_void_happy.wav,happy,I am so happy and thrilled to say the word void!
OAF_vote_happy.wav,happy,I am so happy and thrilled to say the word vote!
OAF_wag_happy.wav,happy,I am so happy and thrilled to say the word wag!
OAF_walk_happy.wav,happy,I am so happy and thrilled to say the word walk!
OAF_wash_happy.wav,happy,I am so happy and thrilled to say the word wash!
OAF_week_happy.wav,happy,I am so happy and thrilled to say the word week!
OAF_wheat_happy.wav,happy,I am so happy and thrilled to say the word wheat!
OAF_when_happy.wav,happy,I am so happy and thrilled to say the word when!
OAF_which_happy.wav,happy,I am so happy and thrilled to say the word which!
OAF_whip_happy.wav,happy,I am so happy and thrilled to say the word whip!
OAF_white_happy.wav,happy,I am so happy and thrilled to say the word white!
OAF_wife_happy.wav,happy,I am so happy and thrilled to say the word wife!
OAF_wire_happy.wav,happy,I am so happy and thrilled to say the word wire!
OAF_witch_happy.wav,happy,I am so happy and thrilled to say the word witch!
OAF_yearn_happy.wav,happy,I am so happy and thrilled to say the word yearn!
OAF_yes_happy.wav,happy,I am so happy and thrilled to say the word yes!
OAF_young_happy.wav,happy,I am so happy and thrilled to say the word young!
OAF_youth_happy.wav,happy,I am so happy and thrilled to say the word youth!
OAF_back_neutral.wav,neutral,I will simply say the word back.
OAF_bar_neutral.wav,neutral,I will simply say the word bar.
OAF_base_neutral.wav,neutral,I will simply say the word base.
OAF_bath_neutral.wav,neutral,I will simply say the word bath.
OAF_bean_neutral.wav,neutral,I will simply say the word bean.
OAF_beg_neutral.wav,neutral,I will simply say the word beg.
OAF_boat_neutral.wav,neutral,I will simply say the word boat.
OAF_bone_neutral.wav,neutral,I will simply say the word bone.
OAF_book_neutral.wav,neutral,I will simply say the word book.
OAF_bought_neutral.wav,neutral,I will simply say the word bought.
OAF_burn_neutral.wav,neutral,I will simply say the word burn.
OAF_cab_neutral.wav,neutral,I will simply say the word cab.
OAF_calm_neutral.wav,neutral,I will simply say the word calm.
OAF_came_neutral.wav,neutral,I will simply say the word came.
OAF_cause_neutral.wav,neutral,I will simply say the word cause.
OAF_chain_neutral.wav,neutral,I will simply say the word chain.
OAF_chair_neutral.wav,neutral,I will simply say the word chair.
OAF_chalk_neutral.wav,neutral,I will simply say the word chalk.
OAF_chat_neutral.wav,neutral,I will simply say the word chat.
OAF_check_neutral.wav,neutral,I will simply say the word check.
OAF_cheek_neutral.wav,neutral,I will simply say the word cheek.
OAF_chief_neutral.wav,neutral,I will simply say the word chief.
OAF_choice_neutral.wav,neutral,I will simply say the word choice.
OAF_cool_neutral.wav,neutral,I will simply say the word cool.
OAF_dab_neutral.wav,neutral,I will simply say the word dab.
OAF_date_neutral.wav,neutral,I will simply say the word date.
OAF_dead_neutral.wav,neutral,I will simply say the word dead.
OAF_death_neutral.wav,neutral,I will simply say the word death.
OAF_deep_neutral.wav,neutral,I will simply say the word deep.
OAF_dime_neutral.wav,neutral,I will simply say the word dime.
OAF_dip_neutral.wav,neutral,I will simply say the word dip.
OAF_ditch_neutral.wav,neutral,I will simply say the word ditch.
OAF_dodge_neutral.wav,neutral,I will simply say the word dodge.
OAF_dog_neutral.wav,neutral,I will simply say the word dog.
OAF_doll_neutral.wav,neutral,I will simply say the word doll.
OAF_door_neutral.wav,neutral,I will simply say the word door.
OAF_fail_neutral.wav,neutral,I will simply say the word fail.
OAF_fall_neutral.wav,neutral,I will simply say the word fall.
OAF_far_neutral.wav,neutral,I will simply say the word far.
OAF_fat_neutral.wav,neutral,I will simply say the word fat.
OAF_fit_neutral.wav,neutral,I will simply say the word fit.
OAF_five_neutral.wav,neutral,I will simply say the word five.
OAF_food_neutral.wav,neutral,I will simply say the word food.
OAF_gap_neutral.wav,neutral,I will simply say the word gap.
OAF_gas_neutral.wav,neutral,I will simply say the word gas.
OAF_gaze_neutral.wav,neutral,I will simply say the word gaze.
OAF_germ_neutral.wav,neutral,I will simply say the word germ.
OAF_get_neutral.wav,neutral,I will simply say the word get.
OAF_gin_neutral.wav,neutral,I will simply say the word gin.
OAF_goal_neutral.wav,neutral,I will simply say the word goal.
OAF_good_neutral.wav,neutral,I will simply say the word good.
OAF_goose_neutral.wav,neutral,I will simply say the word goose.
OAF_gun_neutral.wav,neutral,I will simply say the word gun.
OAF_half_neutral.wav,neutral,I will simply say the word half.
OAF_hall_neutral.wav,neutral,I will simply say the word hall.
OAF_hash_neutral.wav,neutral,I will simply say the word hash.
OAF_hate_neutral.wav,neutral,I will simply say the word hate.
OAF_have_neutral.wav,neutral,I will simply say the word have.
OAF_haze_neutral.wav,neutral,I will simply say the word haze.
OAF_hire_neutral.wav,neutral,I will simply say the word hire.
OAF_hit_neutral.wav,neutral,I will simply say the word hit.
OAF_hole_neutral.wav,neutral,I will simply say the word hole.
OAF_home_neutral.wav,neutral,I will simply say the word home.
OAF_hurl_neutral.wav,neutral,I will simply say the word hurl.
OAF_hush_neutral.wav,neutral,I will simply say the word hush.
OAF_jail_neutral.wav,neutral,I will simply say the word jail.
OAF_jar_neutral.wav,neutral,I will simply say the word jar.
OAF_join_neutral.wav,neutral,I will simply say the word join.
OAF_judge_neutral.wav,neutral,I will simply say the word judge.
OAF_jug_neutral.wav,neutral,I will simply say the word jug.
OAF_juice_neutral.wav,neutral,I will simply say the word juice.
OAF_keen_neutral.wav,neutral,I will simply say the word keen.
OAF_keep_neutral.wav,neutral,I will simply say the word keep.
OAF_keg_neutral.wav,neutral,I will simply say the word keg.
OAF_kick_neutral.wav,neutral,I will simply say the word kick.
OAF_kill_neutral.wav,neutral,I will simply say the word kill.
OAF_king_neutral.wav,neutral,I will simply say the word king.
OAF_kite_neutral.wav,neutral,I will simply say the word kite.
OAF_knock_neutral.wav,neutral,I will simply say the word knock.
OAF_late_neutral.wav,neutral,I will simply say the word late.
OAF_laud_neutral.wav,neutral,I will simply say the word laud.
OAF_lean_neutral.wav,neutral,I will simply say the word lean.
OAF_learn_neutral.wav,neutral,I will simply say the word learn.
OAF_lease_neutral.wav,neutral,I will simply say the word lease.
OAF_lid_neutral.wav,neutral,I will simply say the word lid.
OAF_life_neutral.wav,neutral,I will simply say the word life.
OAF_limb_neutral.wav,neutral,I will simply say the word limb.
OAF_live_neutral.wav,neutral,I will simply say the word live.
OAF_loaf_neutral.wav,neutral,I will simply say the word loaf.
OAF_long_neutral.wav,neutral,I will simply say the word long.
OAF_lore_neutral.wav,neutral,I will simply say the word lore.
OAF_lose_neutral.wav,neutral,I will simply say the word lose.
OAF_lot_neutral.wav,neutral,I will simply say the word lot.
OAF_love_neutral.wav,neutral,I will simply say the word love.
OAF_luck_neutral.wav,neutral,I will simply say the word luck.
OAF_make_neutral.wav,neutral,I will simply say the word make.
OAF_match_neutral.wav,neutral,I will simply say the word match.
OAF_merge_neutral.wav,neutral,I will simply say the word merge.
OAF_mess_neutral.wav,neutral,I will simply say the word mess.
OAF_met_neutral.wav,neutral,I will simply say the word met.
OAF_mill_neutral.wav,neutral,I will simply say the word mill.
OAF_mob_neutral.wav,neutral,I will simply say the word mob.
OAF_mode_neutral.wav,neutral,I will simply say the word mode.
OAF_mood_neutral.wav,neutral,I will simply say the word mood.
OAF_moon_neutral.wav,neutral,I will simply say the word moon.
OAF_mop_neutral.wav,neutral,I will simply say the word mop.
OAF_mouse_neutral.wav,neutral,I will simply say the word mouse.
OAF_nag_neutral.wav,neutral,I will simply say the word nag.
OAF_name_neutral.wav,neutral,I will simply say the word name.
OAF_near_neutral.wav,neutral,I will simply say the word near.
OAF_neat_neutral.wav,neutral,I will simply say the word neat.
OAF_nice_neutral.wav,neutral,I will simply say the word nice.
OAF_note_neutral.wav,neutral,I will simply say the word note.
OAF_numb_neutral.wav,neutral,I will simply say the word numb.
OAF_pad_neutral.wav,neutral,I will simply say the word pad.
OAF_page_neutral.wav,neutral,I will simply say the word page.
OAF_pain_neutral.wav,neutral,I will simply say the word pain.
OAF_pass_neutral.wav,neutral,I will simply say the word pass.
OAF_pearl_neutral.wav,neutral,I will simply say the word pearl.
OAF_peg_neutral.wav,neutral,I will simply say the word peg.
OAF_perch_neutral.wav,neutral,I will simply say the word perch.
OAF_phone_neutral.wav,neutral,I will simply say the word phone.
OAF_pick_neutral.wav,neutral,I will simply say the word pick.
OAF_pike_neutral.wav,neutral,I will simply say the word pike.
OAF_pole_neutral.wav,neutral,I will simply say the word pole.
OAF_pool_neutral.wav,neutral,I will simply say the word pool.
OAF_puff_neutral.wav,neutral,I will simply say the word puff.
OAF_rag_neutral.wav,neutral,I will simply say the word rag.
OAF_raid_neutral.wav,neutral,I will simply say the word raid.
OAF_rain_neutral.wav,neutral,I will simply say the word rain.
OAF_raise_neutral.wav,neutral,I will simply say the word raise.
OAF_rat_neutral.wav,neutral,I will simply say the word rat.
OAF_reach_neutral.wav,neutral,I will simply say the word reach.
OAF_read_neutral.wav,neutral,I will simply say the word read.
OAF_red_neutral.wav,neutral,I will simply say the word red.
OAF_ring_neutral.wav,neutral,I will simply say the word ring.
OAF_ripe_neutral.wav,neutral,I will simply say the word ripe.
OAF_road_neutral.wav,neutral,I will simply say the word road.
OAF_room_neutral.wav,neutral,I will simply say the word room.
OAF_rose_neutral.wav,neutral,I will simply say the word rose.
OAF_rot_neutral.wav,neutral,I will simply say the word rot.
OAF_rough_neutral.wav,neutral,I will simply say the word rough.
OAF_rush_neutral.wav,neutral,I will simply say the word rush.
OAF_said_neutral.wav,neutral,I will simply say the word said.
OAF_sail_neutral.wav,neutral,I will simply say the word sail.
OAF_search_neutral.wav,neutral,I will simply say the word search.
OAF_seize_neutral.wav,neutral,I will simply say the word seize.
OAF_sell_neutral.wav,neutral,I will simply say the word sell.
OAF_shack_neutral.wav,neutral,I will simply say the word shack.
OAF_shall_neutral.wav,neutral,I will simply say the word shall.
OAF_shawl_neutral.wav,neutral,I will simply say the word shawl.
OAF_sheep_neutral.wav,neutral,I will simply say the word sheep.
OAF_shirt_neutral.wav,neutral,I will simply say the word shirt.
OAF_should_neutral.wav,neutral,I will simply say the word should.
OAF_shout_neutral.wav,neutral,I will simply say the word shout.
OAF_size_neutral.wav,neutral,I will simply say the word size.
OAF_soap_neutral.wav,neutral,I will simply say the word soap.
OAF_soup_neutral.wav,neutral,I will simply say the word soup.
OAF_sour_neutral.wav,neutral,I will simply say the word sour.
OAF_south_neutral.wav,neutral,I will simply say the word south.
OAF_sub_neutral.wav,neutral,I will simply say the word sub.
OAF_such_neutral.wav,neutral,I will simply say the word such.
OAF_sure_neutral.wav,neutral,I will simply say the word sure.
OAF_take_neutral.wav,neutral,I will simply say the word take.
OAF_talk_neutral.wav,neutral,I will simply say the word talk.
OAF_tape_neutral.wav,neutral,I will simply say the word tape.
OAF_team_neutral.wav,neutral,I will simply say the word team.
OAF_tell_neutral.wav,neutral,I will simply say the word tell.
OAF_thin_neutral.wav,neutral,I will simply say the word thin.
OAF_third_neutral.wav,neutral,I will simply say the word third.
OAF_thought_neutral.wav,neutral,I will simply say the word thought.
OAF_thumb_neutral.wav,neutral,I will simply say the word thumb.
OAF_time_neutral.wav,neutral,I will simply say the word time.
OAF_tip_neutral.wav,neutral,I will simply say the word tip.
OAF_tire_neutral.wav,neutral,I will simply say the word tire.
OAF_ton_neutral.wav,neutral,I will simply say the word ton.
OAF_tool_neutral.wav,neutral,I will simply say the word tool.
OAF_tough_neutral.wav,neutral,I will simply say the word tough.
OAF_turn_neutral.wav,neutral,I will simply say the word turn.
OAF_vine_neutral.wav,neutral,I will simply say the word vine.
OAF_voice_neutral.wav,neutral,I will simply say the word voice.
OAF_void_neutral.wav,neutral,I will simply say the word void.
OAF_vote_neutral.wav,neutral,I will simply say the word vote.
OAF_wag_neutral.wav,neutral,I will simply say the word wag.
OAF_walk_neutral.wav,neutral,I will simply say the word walk.
OAF_wash_neutral.wav,neutral,I will simply say the word wash.
OAF_week_neutral.wav,neutral,I will simply say the word week.
OAF_wheat_neutral.wav,neutral,I will simply say the word wheat.
OAF_when_neutral.wav,neutral,I will simply say the word when.
OAF_which_neutral.wav,neutral,I will simply say the word which.
OAF_whip_neutral.wav,neutral,I will simply say the word whip.
OAF_white_neutral.wav,neutral,I will simply say the word white.
OAF_wife_neutral.wav,neutral,I will simply say the word wife.
OAF_wire_neutral.wav,neutral,I will simply say the word wire.
OAF_witch_neutral.wav,neutral,I will simply say the word witch.
OAF_yearn_neutral.wav,neutral,I will simply say the word yearn.
OAF_yes_neutral.wav,neutral,I will simply say the word yes.
OAF_young_neutral.wav,neutral,I will simply say the word young.
OAF_youth_neutral.wav,neutral,I will simply say the word youth.
OA_bite_neutral.wav,neutral,I will simply say the word bite.
OAF_back_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word back!"
OAF_bar_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word bar!"
OAF_base_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word base!"
OAF_bath_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word bath!"
OAF_bean_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word bean!"
OAF_beg_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word beg!"
OAF_bite_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word bite!"
OAF_boat_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word boat!"
OAF_bone_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word bone!"
OAF_book_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word book!"
OAF_bought_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word bought!"
OAF_burn_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word burn!"
OAF_cab_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word cab!"
OAF_calm_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word calm!"
OAF_came_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word came!"
OAF_cause_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word cause!"
OAF_chain_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word chain!"
OAF_chair_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word chair!"
OAF_chalk_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word chalk!"
OAF_chat_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word chat!"
OAF_check_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word check!"
OAF_cheek_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word cheek!"
OAF_chief_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word chief!"
OAF_choice_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word choice!"
OAF_cool_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word cool!"
OAF_dab_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word dab!"
OAF_date_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word date!"
OAF_dead_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word dead!"
OAF_death_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word death!"
OAF_deep_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word deep!"
OAF_dime_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word dime!"
OAF_dip_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word dip!"
OAF_ditch_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word ditch!"
OAF_dodge_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word dodge!"
OAF_dog_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word dog!"
OAF_doll_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word doll!"
OAF_door_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word door!"
OAF_fail_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word fail!"
OAF_fall_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word fall!"
OAF_far_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word far!"
OAF_fat_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word fat!"
OAF_fit_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word fit!"
OAF_five_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word five!"
OAF_food_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word food!"
OAF_gap_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word gap!"
OAF_gas_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word gas!"
OAF_gaze_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word gaze!"
OAF_germ_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word germ!"
OAF_get_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word get!"
OAF_gin_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word gin!"
OAF_goal_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word goal!"
OAF_good_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word good!"
OAF_goose_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word goose!"
OAF_gun_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word gun!"
OAF_half_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word half!"
OAF_hall_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word hall!"
OAF_hash_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word hash!"
OAF_hate_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word hate!"
OAF_have_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word have!"
OAF_haze_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word haze!"
OAF_hire_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word hire!"
OAF_hit_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word hit!"
OAF_hole_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word hole!"
OAF_home_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word home!"
OAF_hurl_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word hurl!"
OAF_hush_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word hush!"
OAF_jail_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word jail!"
OAF_jar_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word jar!"
OAF_join_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word join!"
OAF_judge_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word judge!"
OAF_jug_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word jug!"
OAF_juice_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word juice!"
OAF_keen_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word keen!"
OAF_keep_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word keep!"
OAF_keg_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word keg!"
OAF_kick_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word kick!"
OAF_kill_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word kill!"
OAF_king_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word king!"
OAF_kite_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word kite!"
OAF_knock_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word knock!"
OAF_late_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word late!"
OAF_laud_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word laud!"
OAF_lean_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word lean!"
OAF_learn_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word learn!"
OAF_lease_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word lease!"
OAF_lid_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word lid!"
OAF_life_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word life!"
OAF_limb_ps.wav,pleasant_surprise,"Wow, what a wonderful surprise to say the word limb!"
